OCLC Number,WORLDCAT LINK,AUTHOR,AUTHOR URI,TITLE,MUSEUM #,IMPRINT,COUNTRY,DATE,CALL #(BIBLIO),LANG,Column1,,,,,,,
ocm44174328,http://www.worldcat.org/oclc/44174328,"Bryant, Keith L., author.",http://viaf.org/viaf/51805937,"Culture in the American Southwest : the earth, the sky, the people / Keith L. Bryant, Jr.",P.33706A,"College Station : Texas A&M University, ©2001.",txu,2001,E 78 .S7 B78 2001,eng,,,,,,,,
ocn176900930,http://www.worldcat.org/oclc/176900930,"Fisher, Charles J., author.",http://viaf.org/viaf/29001977>,Highland Park / Charles J. Fisher and the Highland Park Heritage Trust.,P.33743B,"Charleston, S.C. :Arcadia Pub., 2008.",scu,2008,"979.494 F53h, 2008",eng,,,,,,,,
ocm01585787a,http://www.worldcat.org/oclc/1585787,,,"True west. All true -- all fact -- stories of the real west : 2016 October, Volume 63, issue 10.","P.33769
","Cave Creek, Ariz. : True West Publishing, 2016.",azu,2016,F 592 .C33|bT78 2016 ,eng,,,,,,,,
ocm03937507,http://www.worldcat.org/oclc/680364276,,,California history : the magazine of the California Historical Society.,P.33775,"San Francisco : California Historical Society,",cau,2000s,AUTRY SERIALS - CAU,eng,,,,,,,,
ocn951158085,http://www.worldcat.org/oclc/951158085,"Kryder-Reid, Elizabeth, author.",http://experiment.worldcat.org/entity/work/data/3105288299#Person/kryder_reid_elizabeth,"California mission landscapes : race, memory, and the politics of heritage / Elizabeth Kryder-Reid.",P.33851,"Minneapolis : University of Minnesota Press, [2016]",mnu,2016,F 862 .K79 2016,eng,,,,,,,,
ocm31185080,http://www.worldcat.org/oclc/31185080,"Apostol, Jane, author.",http://viaf.org/viaf/16427466,El Alisal : where history lingers / by Jane Apostol.,P.34302,"Los Angeles : Historical Society of Southern California, ©1994.",cau,1994,F 869 .L8 A66 1994,eng,,,,,,,,
ocn915135721,http://www.worldcat.org/oclc/915135721,"Pierce, Jason (Jason Eric), author.",https://www.worldcat.org/wcidentities/lccn-no2001042071,Making the White man's West : Whiteness and the creation of the American West / by Jason E. Pierce.,P.34379,"Boulder : University Press of Colorado, [2016]",cou,2016,F 596.2 .P54 2016,eng,,,,,,,,
ocm01585787a,http://www.worldcat.org/oclc/1585787,,,"True west. All true -- all fact -- stories of the real west : 2016 October, Volume 63, issue 10.","P.34379
","Cave Creek, Ariz. : True West Publishing, 2016.",azu,2016,F 592 .C33|bT78 2016 ,eng,,,,,,,,
ocn949285231,http://www.worldcat.org/oclc/949285231,"KCET (Television station : Los Angeles, Calif.)",http://experiment.worldcat.org/entity/work/data/3001789330#Organization/kcet_television_station_los_angeles_calif,Unearthing California's mission music [videorecording (DVD)] / by Craig Russell.,P.34393,"Los Angeles : KCET, ©2013.",cau,2013,ML 3011 .K44 2013 (DVD),eng,,,,,,,,
ocn915135721,http://www.worldcat.org/oclc/915135721,"Pierce, Jason (Jason Eric), author.",https://www.worldcat.org/wcidentities/lccn-no2001042071,Making the White man's West : Whiteness and the creation of the American West / by Jason E. Pierce.,P.34407,"Boulder : University Press of Colorado, [2016]",cou,2016,F 596.2 .P54 2016,eng,,,,,,,,
ocm00671386,http://www.worldcat.org/oclc/671386,"Kirk, Ruth.",http://viaf.org/viaf/110312353,"David, young chief of the Quileutes : an American Indian today / Story and photosgraphs by Ruth Kirk.",P.346,"New York : Harcourt, Brace & World, 1967.",nyu,1967,"970.66 32, Q625, K57d, 1967",eng,,,,,,,,
ocm586070962,http://www.worldcat.org/oclc/586070962,,,"Modjeska, woman triumphant.",P.34882,"[Mission Viejo, CA] : OC Influential Productions, ©2009.",cau,2009,PN 2859 .P66 M626 M63 2009 (DVD),eng,,,,,,,,
ocn256958184,http://www.worldcat.org/oclc/256958184,"Wertz, Jay, author.",http://viaf.org/viaf/38633894,The Native American experience / Jay Wertz.,P.351,"Guilford, Conn. : Lyons Press/Globe Pequot Press, 2009. ",ctu,2009,E 77 .W47 2008  ,eng,,,,,,,,
ocn291908101,http://www.worldcat.org/oclc/291908101,,,Land of necessity : consumer culture in the United States-Mexico borderlands / edited by Alexis McCrossen.,P.35397,"Durham [NC] : Duke University Press, 2009.",ncu,2009,"306.30972 L36o, 2009",eng,,,,,,,,
ocm00324659,http://www.worldcat.org/oclc/324659,"Dobyns, Henry F.",http://viaf.org/viaf/52953956,The ghost dance of 1889 among the Pai Indians of northwestern Arizona / by Henry F. Dobyns.,P.3542,"[Prescott, Ariz.] : Prescott College Press, 1967.",azu,1967,E 98 .D2 D6 1967,eng,,,,,,,,
ocm00324659,http://www.worldcat.org/oclc/324659,"Dobyns, Henry F.",http://viaf.org/viaf/52953956,The ghost dance of 1889 among the Pai Indians of northwestern Arizona / by Henry F. Dobyns.,P.3550,"[Prescott, Ariz.] : Prescott College Press, 1967.",azu,1967,E 98 .D2 D6 1967,eng,,,,,,,,
ocm31185080,http://www.worldcat.org/oclc/31185080,"Apostol, Jane, author.",http://viaf.org/viaf/16427466,El Alisal : where history lingers / by Jane Apostol.,P.35559,"Los Angeles : Historical Society of Southern California, ©1994.",cau,1994,F 869 .L8 A66 1994,eng,,,,,,,,
ocm25026426,http://www.worldcat.org/oclc/25026426,"Calistro, Paddy.",http://viaf.org/viaf/19859449,L.A. inside out : the architecture and interiors of America's most colorful city / by Paddy Calistro and Betty Goodwin   photographs by Grey Crawford   afterword by Michael Rotondi   designed by Alexander Isley.,P.35566.1,"New York, N.Y. : Viking Studio Books, ©1992.",nyu,1992,"720.979494 C34l, 1992 ",eng,,,,,,,,
ocm31185080,http://www.worldcat.org/oclc/31185080,"Apostol, Jane, author.",http://viaf.org/viaf/16427466,El Alisal : where history lingers / by Jane Apostol.,P.35702,"Los Angeles : Historical Society of Southern California, ©1994.",cau,1994,F 869 .L8 A66 1994,eng,,,,,,,,
ocn291908101,http://www.worldcat.org/oclc/291908101,,,Land of necessity : consumer culture in the United States-Mexico borderlands / edited by Alexis McCrossen.,P.35714,"Durham [NC] : Duke University Press, 2009.",ncu,2009,"306.30972 L36o, 2009",eng,,,,,,,,
ocm31185080,http://www.worldcat.org/oclc/31185080,"Apostol, Jane, author.",http://viaf.org/viaf/16427466,El Alisal : where history lingers / by Jane Apostol.,P.35773,"Los Angeles : Historical Society of Southern California, ©1994.",cau,1994,F 869 .L8 A66 1994,eng,,,,,,,,
ocm43370272,http://www.worldcat.org/oclc/43370272,,,"Rooted in Barbarous Soil : People, Culture, and Community in Gold Rush California / editors Kevin Starr and Richard J. Orsi",P.357C,"Berkeley : University of California Press, ©2000.",cau,2000,979.404 R68r 2000,eng,,,,,,,,
ocn919474433,http://www.worldcat.org/oclc/919474433,,,"Tahoe : a visual history / Ann M. Wolfe, Nevada Museum of Art.",P.35996,"New York, NY : Skira Rizzoli Publications, Inc., 2015.",nyu,2015,F 868 .T2 T34 2015,eng,,,,,,,,
ocn946090321,http://www.worldcat.org/oclc/946090321,"McNeece, Brian.","https://www.worldcat.org/wcidentities/np-mcneece,%20brian",The early history of water in the Imperial Valley [videorecording (DVD)] / Brian McNeece.,P.36035,"[El Centro, Calif.?] : Conveyor Group, [2015?]",cau,2015,HD 4464 .I35 M36 2015 (DVD),eng,,,,,,,,
ocn946090321,http://www.worldcat.org/oclc/946090321,"McNeece, Brian.","https://www.worldcat.org/wcidentities/np-mcneece,%20brian",The early history of water in the Imperial Valley [videorecording (DVD)] / Brian McNeece.,P.36039,"[El Centro, Calif.?] : Conveyor Group, [2015?]",cau,2015,HD 4464 .I35 M36 2015 (DVD),eng,,,,,,,,
ocn870556372,http://www.worldcat.org/oclc/870556372,"Berumen Campos, Miguel Angel, author.",http://viaf.org/viaf/17539509,"La conquista del agua y del imaginario : Mexicali y Valle Imperial, 1901-1916 / Miguel Ángel Berumen.",P.36046,"[Ciudad Juárez, Mexico?] : Imagen + Palabra, [2013]",mx,2013,"333.79009794|bB47c, 2013",spa,,,,,,,,
ocn946090321,http://www.worldcat.org/oclc/946090321,"McNeece, Brian.","https://www.worldcat.org/wcidentities/np-mcneece,%20brian",The early history of water in the Imperial Valley [videorecording (DVD)] / Brian McNeece.,P.36057,"[El Centro, Calif.?] : Conveyor Group, [2015?]",cau,2015,HD 4464 .I35 M36 2015 (DVD),eng,,,,,,,,
ocn555650123,http://www.worldcat.org/oclc/555650123,"Raheja, Michelle H.",http://viaf.org/viaf/121740164,"Reservation reelism : redfacing, visual sovereignty, and representations of Native Americans in film / Michelle H. Raheja.",P.36265,"Lincoln : University of Nebraska Press, ©2010.",nbu,2010,"970.6504 R34r, 2010",eng,,,,,,,,
ocn756594407,http://www.worldcat.org/oclc/756594407,"Rosenthal, Nicolas G., 1974-",http://viaf.org/viaf/4596701,Reimagining Indian country : native American migration & identity in twentieth-century Los Angeles / Nicolas G. Rosenthal.,P.36272,"Chapel Hill : University of North Carolina Press, ©2012.",ncu,2012,E 78 .C15 R67 2012,eng,,,,,,,,
ocn756594407,http://www.worldcat.org/oclc/756594407,"Rosenthal, Nicolas G., 1974-",http://viaf.org/viaf/4596701,Reimagining Indian country : native American migration & identity in twentieth-century Los Angeles / Nicolas G. Rosenthal.,P.36278,"Chapel Hill : University of North Carolina Press, ©2012.",ncu,2012,E 78 .C15 R67 2012,eng,,,,,,,,
ocn756594407,http://www.worldcat.org/oclc/756594407,"Rosenthal, Nicolas G., 1974-",http://viaf.org/viaf/4596701,Reimagining Indian country : native American migration & identity in twentieth-century Los Angeles / Nicolas G. Rosenthal.,P.36279,"Chapel Hill : University of North Carolina Press, ©2012.",ncu,2012,E 78 .C15 R67 2012,eng,,,,,,,,
ocm44174328,http://www.worldcat.org/oclc/44174328,"Bryant, Keith L., author.",http://viaf.org/viaf/51805937,"Culture in the American Southwest : the earth, the sky, the people / Keith L. Bryant, Jr.",P.36341,"College Station : Texas A&M University, ©2001.",txu,2001,E 78 .S7 B78 2001,eng,,,,,,,,
ocm85833209,http://www.worldcat.org/oclc/85833209,,,"The Bedford anthology of American literature : volume two: 1865 to the present / [edited by] Susan Belasco, Linck Johnson.",P.36341,"Boston : Bedford/St. Martins, ©2008.",mau,2006,"810.5 B41a, 2008",eng,,,,,,,,
ocm64486701,http://www.worldcat.org/oclc/64486701,,,"Before they could vote : American women's autobiographical writing, 1819-1919 / edited by Sidonie Smith and Julia Watson.",P.36341,"Madison, Wis. : University of Wisconsin Press, ©2006.",wiu,2006,305.4092273 B44t 2006,eng,,,,,,,,
ocm51036954,http://www.worldcat.org/oclc/51036954,,,Boletin / California Mission Studies Association.,P.36388,"Bakersfield, Calif. : California Mission Studies Association, 2002-",cau,2002,BRAUN SERIALS - BOL,eng,,,,,,,,
ocm51036954,http://www.worldcat.org/oclc/51036954,,,Boletin / California Mission Studies Association.,P.36393,"Bakersfield, Calif. : California Mission Studies Association, 2002-",cau,2002,BRAUN SERIALS - BOL,eng,,,,,,,,
ocm29700841,http://www.worldcat.org/oclc/29700841,,,Archaeology of the Pueblo Grande platform mound and surrounding features / edited by Christian E. Downum and Todd W. Bostwick.,P.36440,"Phoenix : City of Phoenix, Parks, Recreation, and Library Dept., Pueblo Grande Museum, 1993",azu,1993,"970.94 0979173, A72, 1993",eng,,,,,,,,
ocn989968738,http://www.worldcat.org/oclc/98996738,"Bell, Austin J., author.",http://experiment.worldcat.org/entity/work/data/4246274025#Person/bell_austin_j,Marco Island / Austin J. Bell and the Marco Island Historical Society.,P.36440,"Charleston, S.C. : Arcadia Publishing, 2017.",scu,2017,F 319 .M39 B45 2017,eng,,,,,,,,
ocm00324659,http://www.worldcat.org/oclc/324659,"Dobyns, Henry F.",http://viaf.org/viaf/52953956,The ghost dance of 1889 among the Pai Indians of northwestern Arizona / by Henry F. Dobyns.,P.3645,"[Prescott, Ariz.] : Prescott College Press, 1967.",azu,1967,E 98 .D2 D6 1967,eng,,,,,,,,
ocn904406575,http://www.worldcat.org/oclc/904406575,"Taylor, John Lewis, author.",https://www.worldcat.org/wcidentities/lccn-n82117231,Looking for Dan : the puzzling life of a frontier character - Daniel Dubois  / John Lewis Taylor.,P.36462,"Indianapolis, IN : Dog Ear Publishing, ©2014.",inu,2014,F 786 .D83 T23 2014,eng,,,,,,,,
ocn904406575,http://www.worldcat.org/oclc/904406575,"Taylor, John Lewis, author.",https://www.worldcat.org/wcidentities/lccn-n82117231,Looking for Dan : the puzzling life of a frontier character - Daniel Dubois  / John Lewis Taylor.,P.36463,"Indianapolis, IN : Dog Ear Publishing, ©2014.",inu,2014,F 786 .D83 T23 2014,eng,,,,,,,,
ocn904406575,http://www.worldcat.org/oclc/904406575,"Taylor, John Lewis, author.",https://www.worldcat.org/wcidentities/lccn-n82117231,Looking for Dan : the puzzling life of a frontier character - Daniel Dubois  / John Lewis Taylor.,P.36465,"Indianapolis, IN : Dog Ear Publishing, ©2014.",inu,2014,F 786 .D83 T23 2014,eng,,,,,,,,
ocm34990048,http://www.worldcat.org/oclc/34990048,"Fremont, Lily, 1842- author.",http://viaf.org/viaf/14037197,"The Arizona diary of Lily Fremont, 1878-1881 / edited by Mary Lee Spence.",P.36487,"Tucson : University of Arizona Press, ©1997.",azu,1997,F 819 .P9 F74 1997,eng,,,,,,,,
ocm34990048,http://www.worldcat.org/oclc/34990048,"Fremont, Lily, 1842- author.",http://viaf.org/viaf/14037197,"The Arizona diary of Lily Fremont, 1878-1881 / edited by Mary Lee Spence.",P.36488,"Tucson : University of Arizona Press, ©1997.",azu,1997,F 819 .P9 F74 1997,eng,,,,,,,,
ocm66462835,http://www.worldcat.org/oclc/66462835,,,Cactus world : the journal of the British Cactus & Succulent Society.,P.36616,"[North Yorkshire] : British Cactus & Succulent Society, 2006-",enk,2014,"QK 495 .C11 B74c, 2014",eng,,,,,,,,
ocm41256181,http://www.worldcat.org/oclc/41256181 ,"Long, Calvin T., author.",http://viaf.org/viaf/48117341,"Mathematical reasoning for elementary teachers / Calvin Long, Duane DeTemple.",P.36710,"Reading, Mass. : Addison-Wesley, ©2000.",mau,2000,"510 L63m, 2000",eng,,,,,,,,
ocm70719083,http://www.worldcat.org/oclc/70719083,,,Tribal art.,P.37643,"2006- : San Francisco, Calif. : Primedia, Inc., 2006-",be ,2013,"970.6712 341, H792, T53a, 2013 ",eng,,,,,,,,
ocn256958184,http://www.worldcat.org/oclc/256958184,"Wertz, Jay, author.",http://viaf.org/viaf/38633894,The Native American experience / Jay Wertz.,P.37816,"Guilford, Conn. : Lyons Press/Globe Pequot Press, 2009. ",ctu,2009,E 77 .W47 2008  ,eng,,,,,,,,
ocm29254783,http://www.worldcat.org/oclc/622396149,"Paterek, Josephine, author.",http://viaf.org/viaf/61647928,Encyclopedia of American Indian costume / Josephine Paterek.,P.38033,"Denver, Colo. : ABC-CLIO, ©1994.",cou,1994,E 98 .C8 P37 1994,eng,,,,,,,,
ocm34404665,http://www.worldcat.org/oclc/34404665,"Paterek, Josephine, author.",http://viaf.org/viaf/61647928,Encyclopedia of American Indian costume / Josephine Paterek.,P.38033,"New York : W.W. Norton, 1996, ©1994.",nyu,1996,E 98 .C8 P37 1996,eng,,,,,,,,
ocm29254783,http://www.worldcat.org/oclc/622396149,"Paterek, Josephine, author.",http://viaf.org/viaf/61647928,Encyclopedia of American Indian costume / Josephine Paterek.,P.38040,"Denver, Colo. : ABC-CLIO, ©1994.",cou,1994,E 98 .C8 P37 1994,eng,,,,,,,,
ocm34404665,http://www.worldcat.org/oclc/34404665,"Paterek, Josephine, author.",http://viaf.org/viaf/61647928,Encyclopedia of American Indian costume / Josephine Paterek.,P.38040,"New York : W.W. Norton, 1996, ©1994.",nyu,1996,E 98 .C8 P37 1996,eng,,,,,,,,
ocm71204372,http://www.worldcat.org/oclc/71204372,"Finger, Judith W., author.",http://viaf.org/viaf/51457641,Circles of life : Katsina imagery on Hopi wicker basketry / Judith W. Finger & Andrew D. Finger.,P.38142,"Ukiah, Calif. : Grace Hudson Museum & Sun House, ©2006.",cau,2006,"970.655 341, H792, F49c, 2006",eng,,,,,,,,
ocm00470993,http://www.worldcat.org/oclc/470993,"Bauer, Helen",http://experiment.worldcat.org/entity/work/data/1124628#Person/bauer_helen,California Indian Days / Helen Bauer,P.38559,"Garden City, N.Y. : Doubleday, 1963.",nyu,1963,E 78 .C15 B38 1963,eng,,,,,,,,
ocm00001249,http://www.worldcat.org/oclc/1249,"Bauer, Helen",http://experiment.worldcat.org/entity/work/data/1124628#Person/bauer_helen,California Indian Days / Helen Bauer,P.38559,"Garden City, N.Y. : Doubleday, 1968.",nyu,1968,E 78 .C15 B38 1968,eng,,,,,,,,
ocm33359120,http://www.worldcat.org/oclc/33359120,"Faris, James C.",http://experiment.worldcat.org/entity/work/data/731183#Person/faris_james_c,Navajo and photography : a critical history of the representation of an American people / James C. Faris.,P.39528,"Albuquerque : University of New Mexico Press, ©1996.",nmu,1996,"970.34 N318, F22n, 1996",eng,,,,,,,,
ocm30670505,http://www.worldcat.org/oclc/30670505,"Schwabacher, Martin, author.",http://viaf.org/viaf/65676795,The Chumash Indians / by Martin Schwabacher.,P.39592,"New York : Chelsea Juniors, ©1995.",nyu,1995,"970.33 C559, S3c, 1995",eng,,,,,,,,
ocm30670505,http://www.worldcat.org/oclc/30670505,"Schwabacher, Martin, author.",http://viaf.org/viaf/65676795,The Chumash Indians / by Martin Schwabacher.,P.39592,"New York : Chelsea Juniors, ©1995.",nyu,1995,"970.33 C559, S3c, 1995",eng,,,,,,,,
ocn642218154,http://www.worldcat.org/oclc/642218154,"Huckell, Lisa W.",http://viaf.org/viaf/36064323,"Edible wild plants of the Rio Grande Region / Lisa W. Huckell   Maxwell Museum of Anthropology, University of New Mexico.",P.399A,"[Albuquerque, N.M. : Maxwell Museum of Anthropology], 2010.",nmu,2010,"581.632 H82e, 2010 ",eng,,,,,,,,
ocm28723304,http://www.worldcat.org/oclc/28723304,"Bonvillain, Nancy, author.",http://viaf.org/viaf/164969,"The Hopi / Nancy Bonvillain   Frank W. Porter III, general editor.",P.4028,"New York : Chelsea House Publishers, ©1994.",nyu,1994,"970.341 H792, B66h, 1994",eng,,,,,,,,
ocm29638404,http://www.worldcat.org/oclc/29638404,"Sears, Bryan P., author.",http://viaf.org/viaf/58299226,The Hopi Indians / Bryan P. Sears.,P.4028,"New York : Chelsea Juniors, ©1994.",nyu,1994,"970.341 H792, S42h, 1994",eng,,,,,,,,
ocm739117899,http://www.worldcat.org/oclc/739117899,"Ziibiwing Center of Anishinabe Culture & Lifeways, author.",http://viaf.org/viaf/154993506,American Indian boarding schools : an exploration of global ethnic & cultural cleansing : a supplementary curriculum guide.,P.4028,"[Mt. Pleasant, Mich.] : Ziibiwing Center of Anishinable Culture & Lifeways, 2011.",miu,2011,"970.682 392, Z54a, 2011 ",eng,,,,,,,,
ocm29254783,http://www.worldcat.org/oclc/622396149,"Paterek, Josephine, author.",http://viaf.org/viaf/61647928,Encyclopedia of American Indian costume / Josephine Paterek.,P.40453,"Denver, Colo. : ABC-CLIO, ©1994.",cou,1994,E 98 .C8 P37 1994,eng,,,,,,,,
ocm34404665,http://www.worldcat.org/oclc/34404665,"Paterek, Josephine, author.",http://viaf.org/viaf/61647928,Encyclopedia of American Indian costume / Josephine Paterek.,P.40453,"New York : W.W. Norton, 1996, ©1994.",nyu,1996,E 98 .C8 P37 1996,eng,,,,,,,,
ocm32201524,http://www.worldcat.org/oclc/32201524,"Washburn, Dorothy K.",http://viaf.org/viaf/2524017,"Living in Balance: the Universe of the Hopi, Zuni, Navajo and Apache / by Dorothy K. Washburn",P.40456,"Philadelphia : University of Pennsylvania Museum of Archaeology and Anthropology, ©1995.",pau,1995,"970.66 34, W37l, 1995",eng,,,,,,,,
ocm28890670,http://www.worldcat.org/oclc/28890670,"Landau, Elaine, author.",http://viaf.org/viaf/20375423,The Hopi / Elaine Landau.,P.40456,"New York : Franklin Watts, ©1994.",nyu,1997,"970.341 H792, L36h, 1997",eng,,,,,,,,
ocm34245361,http://www.worldcat.org/oclc/34245361,"Kramer, Barbara, 1926-, author.",http://viaf.org/viaf/118245875,Nampeyo and her pottery / Barbara Kramer   maps and drawings by James Kramer.,P.40458,"Albuquerque : University of New Mexico Press, ©1996.",nmu,1996,"970.650092|bN174, K89n, 1996 ",eng,,,,,,,,
ocm34245361,http://www.worldcat.org/oclc/34245361,"Kramer, Barbara, 1926-, author.",http://viaf.org/viaf/118245875,Nampeyo and her pottery / Barbara Kramer   maps and drawings by James Kramer.,P.40460,"Albuquerque : University of New Mexico Press, ©1996.",nmu,1996,"970.650092|bN174, K89n, 1996 ",eng,,,,,,,,
ocm34245361,http://www.worldcat.org/oclc/34245361,"Kramer, Barbara, 1926-, author.",http://viaf.org/viaf/118245875,Nampeyo and her pottery / Barbara Kramer   maps and drawings by James Kramer.,P.40461,"Albuquerque : University of New Mexico Press, ©1996.",nmu,1996,"970.650092|bN174, K89n, 1996 ",eng,,,,,,,,
ocm34245361,http://www.worldcat.org/oclc/34245361,"Kramer, Barbara, 1926-, author.",http://viaf.org/viaf/118245875,Nampeyo and her pottery / Barbara Kramer   maps and drawings by James Kramer.,P.40467,"Albuquerque : University of New Mexico Press, ©1996.",nmu,1996,"970.650092|bN174, K89n, 1996 ",eng,,,,,,,,
ocm28723304,http://www.worldcat.org/oclc/28723304,"Bonvillain, Nancy, author.",http://viaf.org/viaf/164969,"The Hopi / Nancy Bonvillain   Frank W. Porter III, general editor.",P.40480,"New York : Chelsea House Publishers, ©1994.",nyu,1994,"970.341 H792, B66h, 1994",eng,,,,,,,,
ocm29638404,http://www.worldcat.org/oclc/29638404,"Sears, Bryan P., author.",http://viaf.org/viaf/58299226,The Hopi Indians / Bryan P. Sears.,P.40480,"New York : Chelsea Juniors, ©1994.",nyu,1994,"970.341 H792, S42h, 1994",eng,,,,,,,,
ocm35198740,http://www.worldcat.org/oclc/35198740,"Sherrow, Victoria, author.",http://viaf.org/viaf/17531818,American Indian children of the past / Victoria Sherrow.,P.40480,"Brookfield, Conn. : Millbrook Press, ©1997.",ctu,1997,E 98 .C5 S54 1997,eng,,,,,,,,
ocm44632955,http://www.worldcat.org/oclc/44632955,,,Katsina : commodified and appropriated images of Hopi supernaturals / [edited by] Zena Pearlstone   with contributions by Barbara A. Babcock ... [et al.],P.40480,"Los Angeles : UCLA Fowler Museum of Cultural History, ©2001.",cau,2001,"970.6712 341, H792, K19c, 2001 ",eng,,,,,,,,
ocm44632955,http://www.worldcat.org/oclc/44632955,,,Katsina : commodified and appropriated images of Hopi supernaturals / [edited by] Zena Pearlstone   with contributions by Barbara A. Babcock ... [et al.],P.40480,"Los Angeles : UCLA Fowler Museum of Cultural History, ©2001.",cau,2001,"970.6712 341, H792, K19c, 2001 ",eng,,,,,,,,
ocm48654272,http://www.worldcat.org/oclc/48654272,"Smith, Joan Irvine, author.",http://viaf.org/viaf/31931440,"California : this golden land of promise / Joan Irvine Smith, Jean Stern   foreword by James L. Doti   timeline by James Irvine Swinden.",P.41839,"Irvine, Calif. : Chapman University Press : Irvine Museum, ©2001.",cau,2001,F 862 .S635 2001 ,eng,,,,,,,,
ocm40595301,http://www.worldcat.org/oclc/40595301,"Caffey, David L., 1947-",http://viaf.org/viaf/13640783,"Land of enchantment, land of conflict : New Mexico in English-language fiction / David L. Caffey.",P.41902,"College Station : Texas A & M University Press, ©1999.",txu,1999,"810.932789 C33l, 1999",eng,,,,,,,,
ocn898374517,http://www.worldcat.org/oclc/898374517,,,"Cobblestone. 1983 July, volume 4, number 7, Folklore: stories and more.",P.42025,"Peterborough, NH : Cobblestone Publications, 1983.",nhu,1983,"970.694 C65c, 1983",eng,,,,,,,,
ocn898374517,http://www.worldcat.org/oclc/898374517,,,"Cobblestone. 1983 July, volume 4, number 7, Folklore: stories and more.",P.42026,"Peterborough, NH : Cobblestone Publications, 1983.",nhu,1983,"970.694 C65c, 1983",eng,,,,,,,,
ocm00328127,http://www.worldcat.org/oclc/328127,"Grinnell, George Bird, 1849-1938, author.",http://viaf.org/viaf/36962125,When buffalo ran / by George Bird Grinnell.,P.42265,"Norman : University of Oklahoma Press, ©1966.",oku,1966,"970.6931 38, G74w, 1966",eng,,,,,,,,
ocm35198766,http://www.worldcat.org/oclc/35198766,"Dysart, Zella, author.",http://viaf.org/viaf/43570081,Summer sojourn to the Grand Canyon : the 1898 diary of Zella Dysart / edited by Mona Lange McCroskey,P.4235,"Prescott, Ariz. : HollyBear Press, ©1996",azu,1996,"979.133 D99s, 1996",eng,,,,,,,,
ocn422760194,http://www.worldcat.org/oclc/422760194,"Fried, Stephen, 1958-",http://viaf.org/viaf/97826112,Appetite for America : how visionary businessman Fred Harvey built a railroad hospitality empire that civilized the Wild West / Stephen Fried.,P.45335,"New York : Bantam Books, ©2010.",nyu,2010,"647.95092 F74a, 2010",eng,,,,,,,,
ocm71004146,http://www.worldcat.org/oclc/71004146,"Webb, Robert H.",http://viaf.org/viaf/7620109,"The ribbon of green : change in riparian vegetation in the southwestern United States / Robert H. Webb, Stanley A. Leake, Raymond M. Turner   principal photography by Dominic Oldershaw.",P.4539,"Tucson : University of Arizona Press, ©2007.",azu,2007,"581.768 W43r, 2007 ",eng,,,,,,,,
on1005514806,http://www.worldcat.org/oclc/1005514806,"Jensen, Carol A. (Carol Ann), author.",http://experiment.worldcat.org/entity/work/data/4532241336#Person/jensen_carol_a_carol_ann,Lake of the sky images : the photographs of Harold A. Parker / Carol A. Jensen.,P.46582,"San Francisco : Byron Hot Springs, 2017.",cau,2017,TR 140 .P37 J46 2017,eng,,,,,,,,
on1005514806,http://www.worldcat.org/oclc/1005514806,"Jensen, Carol A. (Carol Ann), author.",http://experiment.worldcat.org/entity/work/data/4532241336#Person/jensen_carol_a_carol_ann,Lake of the sky images : the photographs of Harold A. Parker / Carol A. Jensen.,P.46593,"San Francisco : Byron Hot Springs, 2017.",cau,2017,TR 140 .P37 J46 2017,eng,,,,,,,,
on1005514806,http://www.worldcat.org/oclc/1005514806,"Jensen, Carol A. (Carol Ann), author.",http://experiment.worldcat.org/entity/work/data/4532241336#Person/jensen_carol_a_carol_ann,Lake of the sky images : the photographs of Harold A. Parker / Carol A. Jensen.,P.46625,"San Francisco : Byron Hot Springs, 2017.",cau,2017,TR 140 .P37 J46 2017,eng,,,,,,,,
on1005514806,http://www.worldcat.org/oclc/1005514806,"Jensen, Carol A. (Carol Ann), author.",http://experiment.worldcat.org/entity/work/data/4532241336#Person/jensen_carol_a_carol_ann,Lake of the sky images : the photographs of Harold A. Parker / Carol A. Jensen.,P.46633,"San Francisco : Byron Hot Springs, 2017.",cau,2017,TR 140 .P37 J46 2017,eng,,,,,,,,
ocn870556372,http://www.worldcat.org/oclc/870556372,"Berumen Campos, Miguel Angel, author.",http://viaf.org/viaf/17539509,"La conquista del agua y del imaginario : Mexicali y Valle Imperial, 1901-1916 / Miguel Ángel Berumen.",P.46755,"[Ciudad Juárez, Mexico?] : Imagen + Palabra, [2013]",mx,2013,"333.79009794|bB47c, 2013",spa,,,,,,,,
ocn870556372,http://www.worldcat.org/oclc/870556372,"Berumen Campos, Miguel Angel, author.",http://viaf.org/viaf/17539509,"La conquista del agua y del imaginario : Mexicali y Valle Imperial, 1901-1916 / Miguel Ángel Berumen.",P.46762,"[Ciudad Juárez, Mexico?] : Imagen + Palabra, [2013]",mx,2013,"333.79009794|bB47c, 2013",spa,,,,,,,,
ocn870556372,http://www.worldcat.org/oclc/870556372,"Berumen Campos, Miguel Angel, author.",http://viaf.org/viaf/17539509,"La conquista del agua y del imaginario : Mexicali y Valle Imperial, 1901-1916 / Miguel Ángel Berumen.",P.46798,"[Ciudad Juárez, Mexico?] : Imagen + Palabra, [2013]",mx,2013,"333.79009794|bB47c, 2013",spa,,,,,,,,
